Name;GroupName;DoctorName;Symptom1;Symptom2;Symptom3;Symptom4;Symptom5;Symptom6;Symptom7;Symptom8;Symptom9;Symptom10;Symptom11;Symptom12;Symptom13;Symptom14;Symptom15;Symptom16;Symptom17;Unnamed: 20
Заражение круглыми червями;паразитарное;инфекционист;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;мышечные боли;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;мышечные боли;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;мышечные боли;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;мышечные боли;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;мышечные боли;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;мышечные боли;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;;;;;;
Заражение круглыми червями;паразитарное;инфекционист;мышечные боли;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;;;;;
Заражение круглыми червями;паразитарное;инфекционист;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;;;;;
Заражение круглыми червями;паразитарное;инфекционист;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;;;;;
Заражение круглыми червями;паразитарное;инфекционист;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;;;;;
Заражение круглыми червями;паразитарное;инфекционист;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;;;;;
Заражение круглыми червями;паразитарное;инфекционист;мышечные боли;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;;;;
Заражение круглыми червями;паразитарное;инфекционист;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;;;;
Заражение круглыми червями;паразитарное;инфекционист;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;;;;
Заражение круглыми червями;паразитарное;инфекционист;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;;;;
Заражение круглыми червями;паразитарное;инфекционист;мышечные боли;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;;;
Заражение круглыми червями;паразитарное;инфекционист;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;;;
Заражение круглыми червями;паразитарное;инфекционист;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;;;
Заражение круглыми червями;паразитарное;инфекционист;мышечные боли;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;;
Заражение круглыми червями;паразитарное;инфекционист;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;;
Заражение круглыми червями;паразитарное;инфекционист;мышечные боли;болезненность в животе;слабость;одышка;повышение температуры тела;метеоризм;быстрая утомляемость;повышенная раздражительность;озноб;общее ухудшение самочувствия;сухой кашель;расстройство стула;высыпания на коже;вспышки аппетита, перемежающиеся с полным равнодушием к еде;потеря веса;кожный зуд;апатия;
ОРВИ;инфекционное;терапевт;сильные боли в горле;повышение температуры;;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;повышение температуры;насморк;;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;насморк;чихание;;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;чихание;кашель;;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;кашель;болезненные ощущения при движении глаз;;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;болезненные ощущения при движении глаз;боли в мышцах;;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;боли в мышцах;боль в груди;;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;боль в груди;слабость;;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;слабость;озноб;;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;озноб;головная боль;;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;головная боль;снижение аппетита;;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;сильные боли в горле;повышение температуры;насморк;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;повышение температуры;насморк;чихание;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;насморк;чихание;кашель;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;чихание;кашель;болезненные ощущения при движении глаз;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;кашель;болезненные ощущения при движении глаз;боли в мышцах;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;боли в мышцах;боль в груди;слабость;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;боль в груди;слабость;озноб;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;слабость;озноб;головная боль;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;озноб;головная боль;снижение аппетита;;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;сильные боли в горле;повышение температуры;насморк;чихание;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;повышение температуры;насморк;чихание;кашель;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;насморк;чихание;кашель;болезненные ощущения при движении глаз;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;боли в мышцах;боль в груди;слабость;озноб;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;боль в груди;слабость;озноб;головная боль;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;слабость;озноб;головная боль;снижение аппетита;;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;сильные боли в горле;повышение температуры;насморк;чихание;кашель;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;повышение температуры;насморк;чихание;кашель;болезненные ощущения при движении глаз;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;боли в мышцах;боль в груди;слабость;озноб;головная боль;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;боль в груди;слабость;озноб;головная боль;снижение аппетита;;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;сильные боли в горле;повышение температуры;насморк;чихание;кашель;болезненные ощущения при движении глаз;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;повышение температуры;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;головная боль;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;боли в мышцах;боль в груди;слабость;озноб;головная боль;снижение аппетита;;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;сильные боли в горле;повышение температуры;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;повышение температуры;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;головная боль;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;головная боль;снижение аппетита;;;;;;;;;;;
ОРВИ;инфекционное;терапевт;сильные боли в горле;повышение температуры;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;;;;;;;;;;
ОРВИ;инфекционное;терапевт;повышение температуры;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;;;;;;;;;;
ОРВИ;инфекционное;терапевт;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;;;;;;;;;;
ОРВИ;инфекционное;терапевт;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;головная боль;;;;;;;;;;
ОРВИ;инфекционное;терапевт;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;головная боль;снижение аппетита;;;;;;;;;;
ОРВИ;инфекционное;терапевт;сильные боли в горле;повышение температуры;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;;;;;;;;;
ОРВИ;инфекционное;терапевт;повышение температуры;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;;;;;;;;;
ОРВИ;инфекционное;терапевт;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;головная боль;;;;;;;;;
ОРВИ;инфекционное;терапевт;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;головная боль;снижение аппетита;;;;;;;;;
ОРВИ;инфекционное;терапевт;сильные боли в горле;повышение температуры;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;;;;;;;;
ОРВИ;инфекционное;терапевт;повышение температуры;насморк;чихание;кашель;болезненные ощущения при движении глаз;боли в мышцах;боль в груди;слабость;озноб;головная боль;;;;;;;;
